domain,tld,registrar,whois_server,creation_date,updated_date,expiration_date,status,registrant_name,registrant_org,registrant_country,admin_email,tech_email,name_servers,dnssec,lookup_date,source
adra.institute,institute,,,,,,,,,,,,,,2025-07-21T13:13:27.820493,"terminal-error: Command '['whois', 'adra.institute']' timed out after 20 seconds"
adria.institute,institute,,,,,,,,,,,,,,2025-07-21T13:13:47.842506,"terminal-error: Command '['whois', 'adria.institute']' timed out after 20 seconds"
adriamont.institute,institute,,,,,,,,,,,,,,2025-07-21T13:14:07.858654,"terminal-error: Command '['whois', 'adriamont.institute']' timed out after 20 seconds"
adrift.institute,institute,,,,,,,,,,,,,,2025-07-21T13:14:27.880205,"terminal-error: Command '['whois', 'adrift.institute']' timed out after 20 seconds"
adroit.institute,institute,,,,,,,,,,,,,,2025-07-21T13:14:47.903509,"terminal-error: Command '['whois', 'adroit.institute']' timed out after 20 seconds"
ads.institute,institute,,,,,,,,,,,,,,2025-07-21T13:15:07.920248,"terminal-error: Command '['whois', 'ads.institute']' timed out after 20 seconds"
adsalutem.institute,institute,,,,,,,,,,,,,,2025-07-21T13:15:27.941455,"terminal-error: Command '['whois', 'adsalutem.institute']' timed out after 20 seconds"
adtech.institute,institute,,,,,,,,,,,,,,2025-07-21T13:15:47.963555,"terminal-error: Command '['whois', 'adtech.institute']' timed out after 20 seconds"
adu.institute,institute,,,,,,,,,,,,,,2025-07-21T13:16:07.985444,"terminal-error: Command '['whois', 'adu.institute']' timed out after 20 seconds"
adultadhd.institute,institute,,,,,,,,,,,,,,2025-07-21T13:16:28.007225,"terminal-error: Command '['whois', 'adultadhd.institute']' timed out after 20 seconds"
adultdevelopment.institute,institute,,,,,,,,,,,,,,2025-07-21T13:16:48.028340,"terminal-error: Command '['whois', 'adultdevelopment.institute']' timed out after 20 seconds"
adultsex.institute,institute,,,,,,,,,,,,,,2025-07-21T13:17:08.050904,"terminal-error: Command '['whois', 'adultsex.institute']' timed out after 20 seconds"
aduro.institute,institute,,,,,,,,,,,,,,2025-07-21T13:17:28.072462,"terminal-error: Command '['whois', 'aduro.institute']' timed out after 20 seconds"
advance.institute,institute,,,,,,,,,,,,,,2025-07-21T13:17:48.094239,"terminal-error: Command '['whois', 'advance.institute']' timed out after 20 seconds"
advancecareer.institute,institute,,,,,,,,,,,,,,2025-07-21T13:18:08.116305,"terminal-error: Command '['whois', 'advancecareer.institute']' timed out after 20 seconds"
advanced-ai.institute,institute,,,,,,,,,,,,,,2025-07-21T13:18:28.139584,"terminal-error: Command '['whois', 'advanced-ai.institute']' timed out after 20 seconds"
advancedaesthetics.institute,institute,,,,,,,,,,,,,,2025-07-21T13:18:48.161428,"terminal-error: Command '['whois', 'advancedaesthetics.institute']' timed out after 20 seconds"
advancedconflictprevention.institute,institute,,,,,,,,,,,,,,2025-07-21T13:19:08.183483,"terminal-error: Command '['whois', 'advancedconflictprevention.institute']' timed out after 20 seconds"
advancedconservativestudies.institute,institute,,,,,,,,,,,,,,2025-07-21T13:19:28.205194,"terminal-error: Command '['whois', 'advancedconservativestudies.institute']' timed out after 20 seconds"
advancedenergy.institute,institute,,,,,,,,,,,,,,2025-07-21T13:19:48.226598,"terminal-error: Command '['whois', 'advancedenergy.institute']' timed out after 20 seconds"
advancedesthetics.institute,institute,,,,,,,,,,,,,,2025-07-21T13:20:08.248638,"terminal-error: Command '['whois', 'advancedesthetics.institute']' timed out after 20 seconds"
advancedintelligences.institute,institute,,,,,,,,,,,,,,2025-07-21T13:20:28.270625,"terminal-error: Command '['whois', 'advancedintelligences.institute']' timed out after 20 seconds"
